Unnamed: 0,Time,Date,Latitude,Longitude,Total PDCP DL Throughput,Total PDCP UL Throughput,PDSCH Phy Throughput (kbps),PUSCH Phy Throughput (kbps),PDSCH Resource Blocks Allocated (Allocated Subframes Only),PDSCH Resource Block Allocation (%),PUSCH Resource Blocks Allocated (Allocated Subframes Only),Number of PUSCH Resource Blocks,Number of PDSCH Resource Blocks,PDCP Throughput DL (kbps),PDCP Throughput UL (kbps),PHY Layer Throughput PDSCH (kbps),PHY Layer Throughput PUSCH (kbps),RLC Throughput DL (kbps)(LTE Throughputs from Data Collector),RLC Throughput UL (kbps)(LTE Throughputs from Data Collector),Ping Delay (ms)
,40:05.0,3/21/2022,7.2954195,5.156903,0.779999971,1.039999962,1.899999976,110.25,3.799999952,0.75999999,2,0.200000003,0.800000012,0.779999971,1.039999962,2.599999905,115.5999985,0.649999976,0.75999999,
,40:07.0,3/21/2022,7.295205,5.157084,0.779999971,1.039999962,2.480000019,107.1200027,5,0.930000007,2,0.200000003,0.899999976,0.779999971,1.039999962,1.460000038,113.3000031,1.279999971,1.519999981,
,40:09.0,3/21/2022,7.2949885,5.157264,1.289999962,2.49000001,5.349999905,34.97999954,6.699999809,0.270000011,2.099999905,0.100000001,0.300000012,1.720000029,2.619999886,15.97000027,77.30999756,1.50999999,1.679999948,
,40:11.0,3/21/2022,7.294782,5.1574355,0.779999971,2.109999895,4.75,5.880000114,3.900000095,0.189999998,2.900000095,0,0.200000003,0.779999971,2.109999895,8.460000038,20.69000053,0.680000007,1.659999967,
,40:13.0,3/21/2022,7.2945825,5.1576,0.779999971,2,3.400000095,4.610000134,3.900000095,0.469999999,3,0,0.5,0.629999995,1.600000024,3.789999962,7.460000038,0.670000017,2.119999886,
,40:15.0,3/21/2022,7.2943895,5.15776,0.779999971,0.519999981,3.779999971,3.329999924,3.799999952,0.129999995,3,0,0.100000001,1.049999952,1.389999986,3.180000067,10.38000011,0.99000001,0.75,
,40:17.0,3/21/2022,7.29421,5.157911,0.779999971,1.320000052,2.660000086,3.99000001,4,0.340000004,3,0,0.300000012,0.779999971,1.320000052,2.079999924,7.409999847,0.649999976,1.899999976,
,40:19.0,3/21/2022,7.294035,5.1580585,1.059999943,1.039999962,1.74000001,3.710000038,4,0.159999996,3,0,0.200000003,1.059999943,1.769999981,41.38999939,3.99000001,0.639999986,0.899999976,
,40:21.0,3/21/2022,7.2938495,5.1582065,0.779999971,3.210000038,2.269999981,6.829999924,3.900000095,0.109999999,3,0,0.100000001,1.049999952,2.609999895,4.119999886,8.75,1.809999943,3.119999886,
,40:23.0,3/21/2022,7.2936525,5.15837,0.779999971,2.109999895,2.859999895,5.150000095,3.900000095,0.170000002,3,0,0.200000003,0.629999995,1.690000057,11.35999966,23.06999969,1.00999999,2.119999886,
,40:25.0,3/21/2022,7.2934365,5.1585515,0.949999988,1.289999962,4.409999847,11.22999954,5.400000095,0.039999999,8.100000381,0,0,1.730000019,1.309999943,7.329999924,8.520000458,0.930000007,2.950000048,
,40:27.0,3/21/2022,7.2932025,5.158744,1.309999943,1.210000038,2.400000095,7.53000021,8,0.389999986,8.300000191,0,0.400000006,1.299999952,1.419999957,3.230000019,33.83000183,1.409999967,1.50999999,
,40:29.0,3/21/2022,7.292961,5.158943,1.019999981,0.779999971,4,8.399999619,5.900000095,0.02,2.400000095,0,0,1.039999962,1.139999986,63.11999893,16.88999939,0.970000029,0.75999999,
,40:31.0,3/21/2022,7.2927175,5.159146,1.070000052,2.289999962,3.220000029,8.460000038,3.900000095,0.239999995,4.199999809,0,0.200000003,1.419999957,2.359999895,17.25,14.25,0.670000017,2.109999895,
,40:33.0,3/21/2022,7.29248,5.159345,0.779999971,1.460000038,3.970000029,5.989999771,3.900000095,0.389999986,3,0,0.400000006,0.779999971,2.019999981,4.659999847,11.85999966,1.25999999,2.5,
,40:35.0,3/21/2022,7.29226,5.15952,0.779999971,2.220000029,2.690000057,4.420000076,3.799999952,0.129999995,3,0,0.100000001,0.779999971,1.679999948,2.089999914,13.09000015,1.340000033,2.00999999,
,40:37.0,3/21/2022,7.292066,5.1596745,0.779999971,1.039999962,1.850000024,2.660000086,3,0.670000017,3,0,0.699999988,0.779999971,1.039999962,1.720000029,3.99000001,0.649999976,1.5,
,40:39.0,3/21/2022,7.29189,5.1598175,0.779999971,1.039999962,1.149999976,2.660000086,18.70000076,4.670000076,3,0,4.699999809,0.519999981,0.689999998,6.079999924,5.130000114,0.980000019,0.75,
,40:41.0,3/21/2022,7.2917185,5.1599615,0.389999986,1.039999962,8.5,2,10,2.140000105,3,0,2.099999905,0.779999971,1.039999962,2.75,5.130000114,0.639999986,1.5,
,40:43.0,3/21/2022,7.291545,5.1601105,1.460000038,2.609999895,3.349999905,7.690000057,3.900000095,0.109999999,3,0,0.100000001,1.940000057,2.339999914,19.10000038,17.45999908,1.24000001,2.569999933,
,40:45.0,3/21/2022,7.2913725,5.1602535,0.779999971,1.909999967,1.99000001,5.050000191,3.900000095,0.109999999,3,0,0.100000001,0.779999971,2.109999895,18.13999939,6.440000057,0.689999998,1.75,
,40:47.0,3/21/2022,7.291218,5.160379,0.779999971,1.360000014,3.789999962,3.329999924,3.799999952,0.850000024,3,0,0.899999976,0.519999981,1.120000005,2.670000076,6.920000076,0.660000026,2.410000086,
,40:49.0,3/21/2022,7.291091,5.1604915,0.779999971,1.039999962,1.850000024,2.609999895,4,1.429999948,3,0,1.399999976,0.939999998,1.25,2.099999905,3.99000001,1.289999962,0.75,
,40:51.0,3/21/2022,7.290983,5.160595,0.779999971,1.039999962,1.830000043,6.75,3.700000048,0.920000017,5.599999905,0,0.899999976,0.779999971,1.039999962,1.659999967,24.06999969,0.649999976,1.5,59
,40:53.0,3/21/2022,7.290886,5.16069,1.059999943,2.289999962,4.519999981,6.210000038,3.900000095,0.109999999,3,0,0.100000001,1.419999957,2.089999914,11.81000042,13.72999954,1.24000001,0.75,
,40:55.0,3/21/2022,7.2907945,5.1607805,0.779999971,1.379999995,3.529999971,5.96999979,3.900000095,0.159999996,3,0,0.200000003,0.519999981,1.409999967,6.440000057,7,0.670000017,2.119999886,
,40:57.0,3/21/2022,7.2907035,5.1608705,0.779999971,2.5,4.389999866,4.420000076,3.900000095,0.409999996,3,0,0.400000006,0.939999998,2.410000086,3.359999895,20.51000023,1.00999999,3.440000057,
,40:59.0,3/21/2022,7.290607,5.160967,0.779999971,1.039999962,1.639999986,3.150000095,4,0.310000002,3,0,0.300000012,0.779999971,1.320000052,3.400000095,3.99000001,0.639999986,1.549999952,
,41:01.0,3/21/2022,7.290505,5.161069,0.779999971,1.320000052,4.269999981,3.970000029,4.099999905,0.25,3.200000048,0,0.300000012,0.779999971,1.039999962,1.230000019,16.70999908,0.670000017,0.75999999,49
,41:03.0,3/21/2022,7.2904085,5.1611665,0.389999986,1.039999962,4.300000191,2.710000038,3.799999952,0.090000004,3,0,0.100000001,0.519999981,0.980000019,9.460000038,5.119999886,0.649999976,0.75,
,41:05.0,3/21/2022,7.290315,5.1612615,1.460000038,2.609999895,3.690000057,7.690000057,4,0.189999998,3,0,0.200000003,1.419999957,2.859999895,8.930000305,17.64999962,1.25,2.25999999,
,41:07.0,3/21/2022,7.290225,5.1613545,0.779999971,1.590000033,1.480000019,6.199999809,4,0.209999993,3,0,0.200000003,0.939999998,1.590000033,12.27000046,7.150000095,0.99000001,2.289999962,
,41:11.0,3/21/2022,7.2901035,5.161492,0.779999971,1.039999962,3.75999999,2,4,0.920000017,3,0,0.899999976,0.519999981,0.699999988,2.75999999,5.130000114,1.279999971,0.75,
,41:15.0,3/21/2022,7.290008,5.1615975,1.059999943,2.289999962,0.779999971,5.320000172,4,0.100000001,3,0,0.100000001,1.169999957,2.089999914,17.37000084,7.119999886,1.799999952,2.029999971,
,41:17.0,3/21/2022,7.2899775,5.161631,0.779999971,1.899999976,4.150000095,7,7.099999905,0.370000005,3.200000048,0,0.400000006,1.049999952,2.109999895,18.39999962,11.11999989,0.670000017,1.659999967,
,41:21.0,3/21/2022,7.2899579,5.1616501,0.779999971,1.129999995,3.589999914,4.71999979,3.799999952,0.959999979,3,0,1,0.939999998,1.320000052,1.830000043,8.069999695,0.970000029,0.889999986,
,41:25.0,3/21/2022,7.289948,5.161661,1.059999943,1.039999962,4.590000153,3.710000038,4,0.230000004,3,0,0.200000003,0.519999981,0.689999998,3.180000067,5.130000114,0.639999986,0.75,
,41:27.0,3/21/2022,7.28992,5.1616925,0.779999971,2.609999895,4.800000191,5.909999847,4.099999905,0.129999995,3,0,0.100000001,1.159999967,2.339999914,20.22999954,8.31000042,1.820000052,3.029999971,
,41:29.0,3/21/2022,7.28988,5.1617375,0.779999971,2.430000067,5.650000095,4.619999886,4.099999905,0.430000007,3,0,0.400000006,0.779999971,2.109999895,7.619999886,15.38000011,0.99000001,2.119999886,
,41:31.0,3/21/2022,7.2898205,5.161805,0.779999971,1.360000014,4.329999924,3.329999924,4,0.100000001,3,0,0.100000001,1.049999952,1.809999943,3.940000057,5.159999847,0.649999976,1.210000038,
,41:33.0,3/21/2022,7.2897535,5.1618835,0.779999971,0.519999981,2.599999905,2.660000086,4,0.75999999,3,0,0.800000012,0.779999971,1.039999962,2.690000057,5.130000114,0.639999986,1.5,
,41:35.0,3/21/2022,7.289695,5.1619535,0.779999971,1.320000052,2.039999962,3.329999924,3.599999905,0.109999999,3,0,0.100000001,0.779999971,1.320000052,2.920000076,9.43999958,0.970000029,1.320000052,
,41:37.0,3/21/2022,7.2896445,5.162016,1.059999943,2.289999962,5.159999847,4.909999847,3.799999952,0.189999998,3,0,0.200000003,1.059999943,2.089999914,15.89000034,7.980000019,1.820000052,1.830000043,39
,41:39.0,3/21/2022,7.2895985,5.1620695,0.779999971,2.390000105,4.869999886,7.989999771,3.900000095,0.25999999,3.200000048,0,0.300000012,0.779999971,2.390000105,11.06999969,16.93000031,0.680000007,2.329999924,
,41:41.0,3/21/2022,7.2895475,5.162127,0.779999971,2,3.289999962,6.25,4.300000191,0.170000002,10.39999962,0,0.200000003,0.779999971,2.24000001,4.099999905,18.52000046,0.649999976,2.410000086,
,41:43.0,3/21/2022,7.2895045,5.1621815,0.779999971,1.039999962,1.299999952,4.019999981,3.599999905,0.860000014,3,0,0.899999976,1.049999952,0.829999983,2.809999943,10.27999973,0.970000029,0.75999999,
,41:45.0,3/21/2022,7.289475,5.16223,0.779999971,0.519999981,5.889999866,2.660000086,3.799999952,1.190000057,2.599999905,0,1.200000048,0.779999971,1.389999986,1.929999948,25.95000076,0.649999976,1.120000005,
,41:47.0,3/21/2022,7.2894285,5.162294,1.070000052,1.039999962,3.519999981,4.110000134,4,0.170000002,3,0,0.200000003,0.519999981,0.689999998,27.06999969,5.130000114,0.639999986,0.75,
,41:49.0,3/21/2022,7.2893515,5.162379,0.779999971,2.930000067,2.950000048,5.960000038,3.900000095,0.100000001,3,0,0.100000001,1.159999967,2.930000067,7.710000038,13.18000031,1.799999952,2.569999933,
,41:51.0,3/21/2022,7.2892625,5.1624875,0.779999971,2.109999895,2.359999895,6.940000057,3.900000095,0.119999997,3.599999905,0,0.100000001,0.779999971,1.950000048,9.109999657,23.42000008,0.670000017,2.359999895,
,41:53.0,3/21/2022,7.289166,5.16261,0.779999971,1.360000014,4.409999847,3.329999924,3.799999952,1.440000057,3.200000048,0,1.399999976,0.779999971,1.039999962,3.619999886,6.670000076,0.970000029,1.210000038,
,41:55.0,3/21/2022,7.2890585,5.162746,0.779999971,1.039999962,2.980000019,2.660000086,4,0.800000012,3,0,0.800000012,1.049999952,1.039999962,2.079999924,5.130000114,0.639999986,1.120000005,
,41:57.0,3/21/2022,7.288945,5.162891,0.779999971,0.519999981,4.150000095,2.609999895,3.799999952,0.49000001,3,0,0.5,0.519999981,1.039999962,1.950000048,4.940000057,1.289999962,0.75,
,41:59.0,3/21/2022,7.2888325,5.1630365,1.059999943,2.289999962,1.299999952,4.920000076,3.900000095,0.200000003,3.400000095,0,0.200000003,1.159999967,2.089999914,11.02000046,18.62999916,1.149999976,1.889999986,
,42:01.0,3/21/2022,7.2887405,5.1631595,0.779999971,2.430000067,5.690000057,9.180000305,4.400000095,0.209999993,3.200000048,0,0.200000003,0.779999971,2.109999895,5.710000038,16.04000092,1,2.589999914,
,42:03.0,3/21/2022,7.2886835,5.163235,0.779999971,1.679999948,3.849999905,4.190000057,4,0.300000012,3.599999905,0,0.300000012,0.779999971,2.24000001,4.789999962,7.360000134,0.689999998,1.659999967,
,42:05.0,3/21/2022,7.2886315,5.163305,0.779999971,1.039999962,1.980000019,2.690000057,3.799999952,0.899999976,3.200000048,0,0.899999976,0.779999971,1.039999962,2.49000001,5.570000172,0.649999976,1.350000024,
,42:07.0,3/21/2022,7.288574,5.1633835,0.779999971,0.519999981,0.769999981,2.430000067,11,1.470000029,3,0,1.5,1.049999952,0.689999998,1.049999952,5,0.970000029,0.75,
,42:11.0,3/21/2022,7.2884315,5.163574,1.460000038,2.609999895,3.230000019,9.340000153,4.199999809,0.200000003,4,0,0.200000003,1.940000057,2.569999933,8.819999695,16.51000023,1.230000019,2.269999981,
,42:13.0,3/21/2022,7.28836,5.163675,1.25,2.410000086,3.160000086,12.97999954,7.400000095,0.029999999,3.400000095,0,0,0.589999974,2.480000019,7.760000229,23.67000008,0.589999974,2.769999981,
,42:15.0,3/21/2022,7.288284,5.163784,0.389999986,1.159999967,2.519999981,38.70000076,9.5,0.25999999,2.700000048,0.100000001,0.300000012,1.299999952,1.149999976,7.440000057,82.09999847,2.75999999,2.529999971,
,42:17.0,3/21/2022,7.2882015,5.1639095,0.779999971,1.409999967,1.960000038,14.27000046,7,0.289999992,6,0,0.300000012,0.629999995,1.129999995,2.390000105,12.59000015,0.660000026,1.980000019,
,42:19.0,3/21/2022,7.2881135,5.164046,1.830000043,1.169999957,3.519999981,39.81000137,9.199999809,0.129999995,7.900000095,0.200000003,0.100000001,1.629999995,1.74000001,9.5,36.31000137,2.210000038,1.309999943,
,42:21.0,3/21/2022,7.28802,5.1641975,1.190000057,1.059999943,10.30000019,15.03999996,9.800000191,0.109999999,3.299999952,0,0.100000001,1.75999999,1.059999943,8.56000042,11.67000008,1.360000014,2.660000086,
,42:23.0,3/21/2022,7.287921,5.16436,1.360000014,1.799999952,2.089999914,11.10000038,6.300000191,0.349999994,6.400000095,0.699999988,0.400000006,1.25999999,1.919999957,25.22999954,19.09000015,0,0.74000001,
,42:25.0,3/21/2022,7.2878125,5.1645365,0.779999971,2.150000095,3.819999933,5.949999809,4.199999809,0.090000004,3,0,0.100000001,0.939999998,2.150000095,5.840000153,10.86999989,1.230000019,3.119999886,
,42:27.0,3/21/2022,7.2877005,5.164729,0.779999971,1.679999948,2.289999962,5.539999962,4,0.75999999,3,0,0.800000012,0.779999971,1.75999999,1.779999971,20.43000031,1.320000052,1.210000038,
,42:29.0,3/21/2022,7.287595,5.1649235,0.779999971,1.039999962,1.710000038,4.03000021,4,0.200000003,3,0,0.200000003,0.779999971,1.039999962,1.929999948,8.260000229,0.649999976,0.75,
,42:35.0,3/21/2022,7.2872775,5.1655315,1.059999943,1.769999981,1.799999952,7.75,4.400000095,0.140000001,3,0,0.100000001,1.059999943,2.089999914,4.25,18.87000084,1.210000038,1.889999986,397
,42:37.0,3/21/2022,7.287174,5.1657415,0.779999971,1.909999967,2.130000114,4.599999905,4.699999809,0.079999998,3,0,0.100000001,1.049999952,2.109999895,2.710000038,13.34000015,0.649999976,1.519999981,
,42:39.0,3/21/2022,7.2870735,5.1659555,0.389999986,1.679999948,2.869999886,6.78000021,5,0.170000002,3,0,0.200000003,0.519999981,1.549999952,8.170000076,8.260000229,0.680000007,1.980000019,260
,42:41.0,3/21/2022,7.286986,5.166155,0.779999971,1.039999962,0.790000021,2.450000048,6.400000095,0.779999971,3,0,0.800000012,0.779999971,1.389999986,1.049999952,3.680000067,0.649999976,1.350000024,
,42:43.0,3/21/2022,7.286904,5.16634,1.830000043,1.230000019,3.25,22.44000053,7.400000095,0.219999999,2.400000095,0.100000001,0.200000003,1.879999995,1.389999986,6.050000191,41.99000168,2.049999952,2.24000001,44
,42:45.0,3/21/2022,7.2868225,5.166532,1.279999971,1.570000052,4.840000153,40.29000092,6.400000095,0.330000013,2.099999905,0.100000001,0.300000012,1.269999981,1.279999971,4.21999979,85.94000244,1.279999971,1.769999981,
,42:47.0,3/21/2022,7.2867425,5.1667435,1.419999957,2.329999924,2.519999981,75.23000336,6.699999809,0.25,2,0.200000003,0.300000012,1.480000019,2.450000048,5.440000057,104.6800003,1.450000048,2.680000067,
,42:49.0,3/21/2022,7.2866595,5.1669825,0.850000024,2.809999943,2.289999962,8.649999619,8.600000381,0.319999993,2.200000048,0,0.300000012,0.819999993,2.099999905,18.11000061,26.14999962,1.139999986,2.470000029,
,42:51.0,3/21/2022,7.286561,5.1672445,1,1.879999995,2.5,80.5,6,0.560000002,2,0.200000003,0.600000024,1,2.50999999,5.960000038,121.1800003,2.029999971,2.369999886,44
,42:53.0,3/21/2022,7.2864535,5.1675155,0.779999971,1.320000052,1.309999943,143.5299988,5,0.660000026,2,0.300000012,0.699999988,0.779999971,1.059999943,1.899999976,151.6300049,0.959999979,1.159999967,
,42:55.0,3/21/2022,7.2863525,5.1677865,0.779999971,1.039999962,1.019999981,142.8099976,3.5,0.159999996,2,0.300000012,0.200000003,0.779999971,1.370000005,1.25999999,151.25,0.670000017,1.340000033,
,42:57.0,3/21/2022,7.286256,5.1680705,1.059999943,1.320000052,2.049999952,136.8999939,5.199999809,0.25,2,0.300000012,0.300000012,1.419999957,2.289999962,6.289999962,145.9700012,0.670000017,0.839999974,
,42:59.0,3/21/2022,7.2861625,5.16837,1.24000001,2.609999895,3.789999962,109.9700012,8.399999619,0.129999995,2.200000048,0.200000003,0.100000001,1.24000001,1.659999967,3.480000019,137.9499969,1.830000043,2.960000038,58
,43:01.0,3/21/2022,7.2860695,5.1686765,1.24000001,2.460000038,2.74000001,126.6200027,6.400000095,0.01,2,0.5,0,1.24000001,2.849999905,5.730000019,133.1999969,1.470000029,2.059999943,
,43:03.0,3/21/2022,7.285986,5.1689875,0.779999971,1.409999967,1.389999986,142.0399933,7,0.200000003,2,0.300000012,0.200000003,0.779999971,1.409999967,2.690000057,148.6100006,0.99000001,1.299999952,
,43:05.0,3/21/2022,7.28591,5.169294,0.779999971,1.039999962,1.679999948,139.6799927,5.699999809,0.670000017,2,0.300000012,0.699999988,1.049999952,1.039999962,1.090000033,148.3200073,0.649999976,1.139999986,
,43:09.0,3/21/2022,7.2857905,5.169821,1.059999943,2.339999914,1.00999999,140.3300018,5.199999809,0.25,2,0.300000012,0.300000012,1.059999943,2.089999914,5.800000191,149.0500031,1.139999986,1.879999995,
,43:11.0,3/21/2022,7.2857435,5.170056,0.779999971,2.109999895,2.029999971,128.3200073,3.700000048,0.140000001,2,0.300000012,0.100000001,1.049999952,2.390000105,3.200000048,136.5899963,1,2.529999971,
,43:13.0,3/21/2022,7.2857,5.1702895,0.779999971,2.049999952,1.629999995,131.0599976,4.300000191,0.090000004,1.899999976,0.300000012,0.100000001,0.629999995,1.639999986,1.480000019,137.9299927,0.670000017,1.75999999,
,43:15.0,3/21/2022,7.285661,5.1705175,0.779999971,1.039999962,1.659999967,140.1100006,6.400000095,1.139999986,2,0.300000012,1.100000024,1.049999952,1.389999986,0.790000021,146.6799927,0.649999976,1.139999986,
,43:17.0,3/21/2022,7.28563,5.17074,0.779999971,0.519999981,1.179999948,141.0099945,5.400000095,0.239999995,2,0.300000012,0.200000003,0.779999971,0.689999998,2.00999999,150.75,0.959999979,0.75999999,
,43:19.0,3/21/2022,7.285604,5.1709565,1.059999943,1.090000033,1.629999995,145.7400055,5.300000191,0.319999993,2,0.300000012,0.300000012,1.059999943,1.870000005,5.699999809,152.0800018,0.649999976,1.600000024,
,43:21.0,3/21/2022,7.2855755,5.1711675,0.779999971,2.930000067,1.860000014,122.7600021,5.900000095,0.200000003,2,0.300000012,0.200000003,0.779999971,1.679999948,5.369999886,139.9400024,1.220000029,2.130000114,
,43:23.0,3/21/2022,7.2855455,5.171383,0.779999971,2.160000086,1.129999995,33.88000107,4.699999809,0.119999997,2.099999905,0.100000001,0.100000001,0.779999971,2.890000105,11.03999996,78.06999969,0.680000007,1.929999948,
,43:25.0,3/21/2022,7.285521,5.1715955,0.779999971,1.360000014,1.659999967,75.15000153,5.199999809,0.100000001,2,0.200000003,0.100000001,1.049999952,1.360000014,0.709999979,124.4000015,0.660000026,1.580000043,
,43:27.0,3/21/2022,7.285509,5.1717165,0.779999971,0.519999981,1.159999967,140.1699982,9.699999809,1.25999999,2,0.300000012,1.299999952,0.779999971,1.039999962,1.019999981,147.75,0.959999979,0.75999999,
,43:29.0,3/21/2022,7.285506,5.1717545,0.779999971,1.090000033,0.639999986,138.4600067,6.400000095,0.699999988,2,0.300000012,0.699999988,0.779999971,1.090000033,1.230000019,143.6999969,0.649999976,1.600000024,
,43:31.0,3/21/2022,7.2855035,5.171789,1.059999943,2.569999933,2.519999981,138.8999939,9.199999809,0.340000004,2,0.300000012,0.300000012,1.059999943,2.369999886,40.72999954,146.0099945,1.769999981,1.870000005,43
,43:33.0,3/21/2022,7.285501,5.171839,1.440000057,2.210000038,4.480000019,112.5500031,8,0.050000001,2.099999905,0.100000001,0,1.440000057,2.539999962,5.420000076,131.0099945,1.779999971,4.050000191,
,43:35.0,3/21/2022,7.2854925,5.171923,1.429999948,3.279999971,2.420000076,74.56999969,7.199999809,0.029999999,2.099999905,0,0,1.429999948,3.25999999,2.920000076,92.73999786,1.919999957,4.400000095,
,43:37.0,3/21/2022,7.28548,5.1720315,1.429999948,0.939999998,2.049999952,83.55000305,8,0.039999999,2.599999905,0.100000001,0,1.429999948,0.920000017,6.150000095,93.95999908,0.639999986,1.74000001,
,43:39.0,3/21/2022,7.285471,5.1721085,1.429999948,1.639999986,3.730000019,137.8000031,9.100000381,0.029999999,2.799999952,0.100000001,0,1.429999948,1.730000019,6.099999905,142.8099976,1.620000005,4.010000229,
,43:41.0,3/21/2022,7.2854675,5.1721445,0.389999986,1.100000024,1.980000019,156.1699982,5.800000191,0.419999987,2.5,0.400000006,0.400000006,0.519999981,1.049999952,0.930000007,149.2799988,0.74000001,0.899999976,169
,43:43.0,3/21/2022,7.285464,5.172175,2.099999905,2.549999952,2.440000057,130.8399963,6.400000095,0.319999993,2.700000048,0.100000001,0.300000012,2.099999905,2.970000029,6.769999981,127.6200027,3.200000048,4.75,
,43:45.0,3/21/2022,7.2854585,5.1722225,0.779999971,2.160000086,0.839999974,141.3899994,7.800000191,0.200000003,2.099999905,0.300000012,0.200000003,0.779999971,1.769999981,4,146.1900024,1,1.590000033,
,43:47.0,3/21/2022,7.2854505,5.1723085,0.159999996,1.950000048,2.50999999,36.54000092,9,2.329999924,3.400000095,0.200000003,2.299999952,0.319999993,1.970000029,1.289999962,92.12000275,0.159999996,1.610000014,89
,43:49.0,3/21/2022,7.2854415,5.1724365,2.25,1.080000043,2.279999971,189.1799927,8.399999619,0.07,3.900000095,0.200000003,0.100000001,1.799999952,1.039999962,9.25,171.8399963,1.860000014,3.24000001,
,43:51.0,3/21/2022,7.28543,5.172584,0,1.179999948,1.700000048,33.50999832,12,12,2.599999905,0,12,0,1.309999943,8.340000153,137.0299988,0.319999993,0.400000006,
,43:53.0,3/21/2022,7.2854245,5.1726995,0.709999979,0.119999997,0.270000011,75.55000305,6.599999905,0.209999993,2.200000048,0.300000012,0.200000003,0.419999987,0.079999998,10.05000019,148.6100006,0.670000017,0.699999988,
,43:55.0,3/21/2022,7.2854215,5.1728,1.50999999,0.100000001,3.789999962,53.95999908,7.599999905,0.02,2.099999905,0,0,6.050000191,1.450000048,6.579999924,103.5699997,2.170000076,2.140000105,
,43:59.0,3/21/2022,7.285388,5.173095,0.779999971,2.799999952,2.599999905,142.6199951,4.199999809,0.109999999,2,0.300000012,0.100000001,0.779999971,1.679999948,6.789999962,144.0200043,1.350000024,2.380000114,
,44:01.0,3/21/2022,7.285365,5.173306,0.779999971,1.799999952,1.460000038,150.4199982,5,0.170000002,2,0.300000012,0.200000003,0.779999971,1.799999952,3.329999924,156.9799957,0.680000007,2.230000019,
,44:03.0,3/21/2022,7.285339,5.1735245,0.779999971,1.190000057,2.75999999,144.3899994,4.699999809,0.180000007,2.099999905,0.400000006,0.200000003,0.779999971,1.289999962,7.050000191,145.6399994,0.980000019,0.899999976,
,44:05.0,3/21/2022,7.285316,5.1737375,1.440000057,1.600000024,3.210000038,39.27999878,6.400000095,0.029999999,4.300000191,0.100000001,0,1.919999957,1.5,2.549999952,64.06999969,1.570000052,2.549999952,
,44:07.0,3/21/2022,7.285291,5.173969,1.720000029,0.980000019,3.359999895,115.9800034,5.900000095,0.029999999,2.099999905,0.100000001,0,1.720000029,1.210000038,6.730000019,141.6900024,1.330000043,1.110000014,
,44:09.0,3/21/2022,7.2852635,5.174219,0.910000026,2.829999924,4.360000134,131.4700012,4.900000095,0.170000002,2.700000048,0.300000012,0.200000003,0.779999971,2.799999952,4.260000229,144.7299957,1.409999967,2.829999924,
,44:11.0,3/21/2022,7.285235,5.1744835,1.799999952,3.650000095,3.700000048,94.84999847,7.5,0.07,2.099999905,0.100000001,0.100000001,2.309999943,3.599999905,8.090000153,131.25,2,4.449999809,
,44:13.0,3/21/2022,7.2852085,5.1747655,1.24000001,1.919999957,3,10.11999989,8,0.029999999,3.200000048,0,0,1.649999976,1.5,3.930000067,17.23999977,2,1.870000005,
,44:15.0,3/21/2022,7.2851835,5.1750485,1.440000057,0.779999971,3.25,43.97999954,5.800000191,0.01,3.099999905,0.200000003,0,1.440000057,1.580000043,4.559999943,100.5599976,0.819999993,1.139999986,
,44:17.0,3/21/2022,7.2851545,5.175324,0.779999971,1.419999957,1.50999999,146.6900024,4.199999809,0.07,2.900000095,0.5,0.100000001,0.779999971,1.190000057,11.64999962,151.3699951,1.389999986,2.029999971,
,44:19.0,3/21/2022,7.285125,5.1755965,1.070000052,2.400000095,2.450000048,151.5299988,9.5,0.400000006,3.5,0.600000024,0.400000006,1.419999957,2.089999914,6.170000076,150.0599976,1.190000057,1.919999957,41
,44:21.0,3/21/2022,7.285099,5.175858,0.779999971,2.200000048,5.199999809,141.6199951,4.400000095,0.100000001,2.700000048,0.5,0.100000001,1.049999952,2.400000095,4.71999979,144.0899963,1.299999952,2.720000029,
,44:23.0,3/21/2022,7.2850735,5.1761225,1.440000057,2.220000029,2.00999999,40.68000031,6.300000191,0.109999999,2.299999952,0.100000001,0.100000001,1.389999986,1.970000029,14.35000038,87.19999695,2.74000001,2.650000095,
,44:25.0,3/21/2022,7.285046,5.1763945,0.779999971,1.100000024,1.460000038,3.869999886,5.400000095,0.170000002,3,0,0.200000003,0.779999971,1.100000024,3.279999971,9.890000343,0.649999976,1.5,
,44:27.0,3/21/2022,7.28502,5.176668,0.779999971,1.289999962,1.659999967,3.799999952,4,0.50999999,3,0,0.5,0.779999971,1.289999962,1.940000057,13.07999992,0.99000001,0.839999974,40
,44:29.0,3/21/2022,7.2849915,5.176961,0.389999986,1.450000048,4.210000038,3.160000086,3.900000095,0.219999999,3,0,0.200000003,0.519999981,1.450000048,19.21999931,5.900000095,0.639999986,1.5,38
,44:31.0,3/21/2022,7.2849625,5.177263,1.460000038,2.049999952,1.919999957,7.650000095,4.599999905,0.090000004,2.900000095,0,0.100000001,1.460000038,2.309999943,5.059999943,23.69000053,1.25,2.160000086,
,44:35.0,3/21/2022,7.2849,5.177875,0.779999971,1.360000014,2.599999905,7.730000019,4.199999809,0.100000001,3,0,0.100000001,1.049999952,1.360000014,4.150000095,14.61999989,0.99000001,2.410000086,
